[1586761200] LOG ROTATION: DAILY
[1586761200] LOG VERSION: 2.0
[1586761200] CURRENT HOST STATE: WINV-101;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.32 ms
[1586761200] CURRENT HOST STATE: WINV-102;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.36 ms
[1586761200] CURRENT HOST STATE: WINV-103;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.40 ms
[1586761200] CURRENT HOST STATE: WINV-104;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.39 ms
[1586761200] CURRENT HOST STATE: WINV-105;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1586761200] CURRENT HOST STATE: WINV-106;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.36 ms
[1586761200] CURRENT HOST STATE: WINV-107;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.33 ms
[1586761200] CURRENT HOST STATE: WINV-108;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.36 ms
[1586761200] CURRENT HOST STATE: WINV-110;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1586761200] CURRENT HOST STATE: WINV-111;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1586761200] CURRENT HOST STATE: WINV-112;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.34 ms
[1586761200] CURRENT HOST STATE: vapps-100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.28 ms
[1586761200] CURRENT HOST STATE: vapps-109;DOWN;HARD;10;CRITICAL - Host Unreachable (192.168.3.109)
[1586761200] CURRENT HOST STATE: vdb-100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1586761200] CURRENT HOST STATE: vdb-101;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1586761200] CURRENT HOST STATE: vdb-103;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.37 ms
[1586761200] CURRENT HOST STATE: vdb-staging;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1586761200] CURRENT HOST STATE: vinfra-200;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1586761200] CURRENT HOST STATE: vonly-backup;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.09 ms
[1586761200] CURRENT HOST STATE: vonly-database;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1586761200] CURRENT HOST STATE: vonly-replica;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1586761200] CURRENT SERVICE STATE: WINV-101;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1586761200] CURRENT SERVICE STATE: WINV-101;Data Drive Space;WARNING;HARD;3;d:\ - total: 931.32 Gb - used: 764.36 Gb (82%) - free 166.96 Gb (18%)
[1586761200] CURRENT SERVICE STATE: WINV-101;Memory Usage;OK;HARD;1;Memory usage: total:98284.48 MB - used: 37655.55 MB (38%) - free: 60628.93 MB (62%)
[1586761200] CURRENT SERVICE STATE: WINV-101;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 44.41 Gb (65%) - free 23.86 Gb (35%)
[1586761200] CURRENT SERVICE STATE: WINV-101;Uptime;OK;HARD;1;System Uptime - 39 day(s) 0 hour(s) 28 minute(s)
[1586761200] CURRENT SERVICE STATE: WINV-102;CPU Load;OK;HARD;1;CPU Load 1% (5 min average)
[1586761200] CURRENT SERVICE STATE: WINV-102;Data Drive Space;OK;HARD;1;d:\ - total: 1862.64 Gb - used: 1302.84 Gb (70%) - free 559.80 Gb (30%)
[1586761200] CURRENT SERVICE STATE: WINV-102;Memory Usage;OK;HARD;1;Memory usage: total:298295.47 MB - used: 31453.39 MB (11%) - free: 266842.08 MB (89%)
[1586761200] CURRENT SERVICE STATE: WINV-102;OS Drive Space;OK;HARD;1;c:\ - total: 931.41 Gb - used: 489.23 Gb (53%) - free 442.18 Gb (47%)
[1586761200] CURRENT SERVICE STATE: WINV-102;Uptime;OK;HARD;1;System Uptime - 7 day(s) 9 hour(s) 1 minute(s)
[1586761200] CURRENT SERVICE STATE: WINV-103;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1586761200] CURRENT SERVICE STATE: WINV-103;Data Drive Space;OK;HARD;1;d:\ - total: 1862.39 Gb - used: 930.86 Gb (50%) - free 931.53 Gb (50%)
[1586761200] CURRENT SERVICE STATE: WINV-103;Memory Usage;OK;HARD;1;Memory usage: total:196589.32 MB - used: 62347.63 MB (32%) - free: 134241.69 MB (68%)
[1586761200] CURRENT SERVICE STATE: WINV-103;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 48.69 Gb (71%) - free 19.58 Gb (29%)
[1586761200] CURRENT SERVICE STATE: WINV-103;Uptime;OK;HARD;1;System Uptime - 19 day(s) 9 hour(s) 37 minute(s)
[1586761200] CURRENT SERVICE STATE: WINV-104;CPU Load;OK;HARD;1;CPU Load 7% (5 min average)
[1586761200] CURRENT SERVICE STATE: WINV-104;Data Drive Space;WARNING;HARD;3;d:\ - total: 931.32 Gb - used: 799.57 Gb (86%) - free 131.75 Gb (14%)
[1586761200] CURRENT SERVICE STATE: WINV-104;Memory Usage;OK;HARD;1;Memory usage: total:129142.02 MB - used: 39424.38 MB (31%) - free: 89717.64 MB (69%)
[1586761200] CURRENT SERVICE STATE: WINV-104;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 48.18 Gb (71%) - free 20.08 Gb (29%)
[1586761200] CURRENT SERVICE STATE: WINV-104;Uptime;OK;HARD;1;System Uptime - 199 day(s) 13 hour(s) 17 minute(s)
[1586761200] CURRENT SERVICE STATE: WINV-105;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1586761200] CURRENT SERVICE STATE: WINV-105;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 606.72 Gb (65%) - free 324.60 Gb (35%)
[1586761200] CURRENT SERVICE STATE: WINV-105;Memory Usage;OK;HARD;1;Memory usage: total:98284.48 MB - used: 37865.79 MB (39%) - free: 60418.69 MB (61%)
[1586761200] CURRENT SERVICE STATE: WINV-105;OS Drive Space;OK;HARD;1;c:\ - total: 231.90 Gb - used: 98.80 Gb (43%) - free 133.10 Gb (57%)
[1586761200] CURRENT SERVICE STATE: WINV-105;Uptime;OK;HARD;1;System Uptime - 363 day(s) 15 hour(s) 31 minute(s)
[1586761200] CURRENT SERVICE STATE: WINV-106;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1586761200] CURRENT SERVICE STATE: WINV-106;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 591.15 Gb (63%) - free 340.17 Gb (37%)
[1586761200] CURRENT SERVICE STATE: WINV-106;Memory Usage;OK;HARD;1;Memory usage: total:149142.26 MB - used: 40728.86 MB (27%) - free: 108413.41 MB (73%)
[1586761200] CURRENT SERVICE STATE: WINV-106;OS Drive Space;OK;HARD;1;c:\ - total: 67.89 Gb - used: 41.88 Gb (62%) - free 26.00 Gb (38%)
