[1584860400] LOG ROTATION: DAILY
[1584860400] LOG VERSION: 2.0
[1584860400] CURRENT HOST STATE: WINV-101;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.28 ms
[1584860400] CURRENT HOST STATE: WINV-102;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.26 ms
[1584860400] CURRENT HOST STATE: WINV-103;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.34 ms
[1584860400] CURRENT HOST STATE: WINV-104;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.33 ms
[1584860400] CURRENT HOST STATE: WINV-105;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1584860400] CURRENT HOST STATE: WINV-106;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.27 ms
[1584860400] CURRENT HOST STATE: WINV-107;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.34 ms
[1584860400] CURRENT HOST STATE: WINV-108;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.33 ms
[1584860400] CURRENT HOST STATE: WINV-110;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1584860400] CURRENT HOST STATE: WINV-111;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1584860400] CURRENT HOST STATE: WINV-112;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.33 ms
[1584860400] CURRENT HOST STATE: vapps-100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1584860400] CURRENT HOST STATE: vapps-109;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.28 ms
[1584860400] CURRENT HOST STATE: vdb-100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.40 ms
[1584860400] CURRENT HOST STATE: vdb-101;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1584860400] CURRENT HOST STATE: vdb-103;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1584860400] CURRENT HOST STATE: vdb-staging;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1584860400] CURRENT HOST STATE: vinfra-200;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1584860400] CURRENT HOST STATE: vonly-backup;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1584860400] CURRENT HOST STATE: vonly-database;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.28 ms
[1584860400] CURRENT HOST STATE: vonly-replica;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1584860400] CURRENT SERVICE STATE: WINV-101;CPU Load;OK;HARD;1;CPU Load 4% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-101;Data Drive Space;WARNING;HARD;3;d:\ - total: 931.32 Gb - used: 773.97 Gb (83%) - free 157.35 Gb (17%)
[1584860400] CURRENT SERVICE STATE: WINV-101;Memory Usage;OK;HARD;1;Memory usage: total:98284.48 MB - used: 38620.12 MB (39%) - free: 59664.36 MB (61%)
[1584860400] CURRENT SERVICE STATE: WINV-101;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 43.39 Gb (64%) - free 24.87 Gb (36%)
[1584860400] CURRENT SERVICE STATE: WINV-101;Uptime;OK;HARD;1;System Uptime - 17 day(s) 0 hour(s) 35 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-102;CPU Load;OK;HARD;1;CPU Load 79% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-102;Data Drive Space;WARNING;HARD;3;d:\ - total: 1862.64 Gb - used: 1536.47 Gb (82%) - free 326.16 Gb (18%)
[1584860400] CURRENT SERVICE STATE: WINV-102;Memory Usage;OK;HARD;1;Memory usage: total:208877.43 MB - used: 68742.97 MB (33%) - free: 140134.46 MB (67%)
[1584860400] CURRENT SERVICE STATE: WINV-102;OS Drive Space;OK;HARD;1;c:\ - total: 931.41 Gb - used: 305.32 Gb (33%) - free 626.10 Gb (67%)
[1584860400] CURRENT SERVICE STATE: WINV-102;Uptime;OK;HARD;1;System Uptime - 180 day(s) 12 hour(s) 5 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-103;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-103;Data Drive Space;OK;HARD;1;d:\ - total: 1862.39 Gb - used: 968.64 Gb (52%) - free 893.75 Gb (48%)
[1584860400] CURRENT SERVICE STATE: WINV-103;Memory Usage;OK;HARD;1;Memory usage: total:234403.37 MB - used: 64959.01 MB (28%) - free: 169444.36 MB (72%)
[1584860400] CURRENT SERVICE STATE: WINV-103;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 48.24 Gb (71%) - free 20.03 Gb (29%)
[1584860400] CURRENT SERVICE STATE: WINV-103;Uptime;OK;HARD;1;System Uptime - 39 day(s) 15 hour(s) 56 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-104;CPU Load;OK;HARD;1;CPU Load 1% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-104;Data Drive Space;WARNING;HARD;3;d:\ - total: 931.32 Gb - used: 769.23 Gb (83%) - free 162.09 Gb (17%)
[1584860400] CURRENT SERVICE STATE: WINV-104;Memory Usage;OK;HARD;1;Memory usage: total:129142.02 MB - used: 39379.53 MB (30%) - free: 89762.49 MB (70%)
[1584860400] CURRENT SERVICE STATE: WINV-104;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 47.82 Gb (70%) - free 20.45 Gb (30%)
[1584860400] CURRENT SERVICE STATE: WINV-104;Uptime;OK;HARD;1;System Uptime - 177 day(s) 13 hour(s) 18 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-105;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-105;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 566.24 Gb (61%) - free 365.08 Gb (39%)
[1584860400] CURRENT SERVICE STATE: WINV-105;Memory Usage;OK;HARD;1;Memory usage: total:98284.48 MB - used: 37781.73 MB (38%) - free: 60502.75 MB (62%)
[1584860400] CURRENT SERVICE STATE: WINV-105;OS Drive Space;OK;HARD;1;c:\ - total: 231.90 Gb - used: 96.80 Gb (42%) - free 135.09 Gb (58%)
[1584860400] CURRENT SERVICE STATE: WINV-105;Uptime;OK;HARD;1;System Uptime - 341 day(s) 15 hour(s) 23 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-106;CPU Load;OK;HARD;1;CPU Load 7% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-106;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 601.72 Gb (65%) - free 329.60 Gb (35%)
[1584860400] CURRENT SERVICE STATE: WINV-106;Memory Usage;OK;HARD;1;Memory usage: total:149142.26 MB - used: 40231.10 MB (27%) - free: 108911.16 MB (73%)
[1584860400] CURRENT SERVICE STATE: WINV-106;OS Drive Space;OK;HARD;1;c:\ - total: 67.89 Gb - used: 41.45 Gb (61%) - free 26.44 Gb (39%)
[1584860400] CURRENT SERVICE STATE: WINV-106;Uptime;OK;HARD;1;System Uptime - 87 day(s) 23 hour(s) 43 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-107;CPU Load;OK;HARD;1;CPU Load 9% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-107;Data Drive Space;OK;HARD;1;d:\ - total: 931.51 Gb - used: 735.09 Gb (79%) - free 196.42 Gb (21%)
[1584860400] CURRENT SERVICE STATE: WINV-107;Memory Usage;OK;HARD;1;Memory usage: total:147777.36 MB - used: 42754.20 MB (29%) - free: 105023.16 MB (71%)
[1584860400] CURRENT SERVICE STATE: WINV-107;OS Drive Space;OK;HARD;1;c:\ - total: 67.45 Gb - used: 43.59 Gb (65%) - free 23.86 Gb (35%)
[1584860400] CURRENT SERVICE STATE: WINV-107;Uptime;OK;HARD;1;System Uptime - 18 day(s) 22 hour(s) 8 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-108;CPU Load;OK;HARD;1;CPU Load 24% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-108;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 527.84 Gb (57%) - free 403.48 Gb (43%)
[1584860400] CURRENT SERVICE STATE: WINV-108;Memory Usage;OK;HARD;1;Memory usage: total:160950.28 MB - used: 45011.37 MB (28%) - free: 115938.91 MB (72%)
[1584860400] CURRENT SERVICE STATE: WINV-108;OS Drive Space;OK;HARD;1;c:\ - total: 67.89 Gb - used: 52.09 Gb (77%) - free 15.80 Gb (23%)
[1584860400] CURRENT SERVICE STATE: WINV-108;Uptime;OK;HARD;1;System Uptime - 480 day(s) 15 hour(s) 0 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-110;CPU Load;OK;HARD;1;CPU Load 1% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-110;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 552.79 Gb (59%) - free 378.53 Gb (41%)
[1584860400] CURRENT SERVICE STATE: WINV-110;Memory Usage;OK;HARD;1;Memory usage: total:104565.75 MB - used: 15886.41 MB (15%) - free: 88679.34 MB (85%)
[1584860400] CURRENT SERVICE STATE: WINV-110;OS Drive Space;OK;HARD;1;c:\ - total: 67.89 Gb - used: 41.64 Gb (61%) - free 26.25 Gb (39%)
[1584860400] CURRENT SERVICE STATE: WINV-110;Uptime;OK;HARD;1;System Uptime - 100 day(s) 0 hour(s) 21 minute(s)
[1584860400] CURRENT SERVICE STATE: WINV-111;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1584860400] CURRENT SERVICE STATE: WINV-111;Data Drive Space;OK;HARD;1;d:\ - total: 931.22 Gb - used: 607.73 Gb (65%) - free 323.49 Gb (35%)
