[1583395200] LOG ROTATION: DAILY
[1583395200] LOG VERSION: 2.0
[1583395200] CURRENT HOST STATE: WINV-101;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1583395200] CURRENT HOST STATE: WINV-102;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.32 ms
[1583395200] CURRENT HOST STATE: WINV-103;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.32 ms
[1583395200] CURRENT HOST STATE: WINV-104;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1583395200] CURRENT HOST STATE: WINV-105;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.26 ms
[1583395200] CURRENT HOST STATE: WINV-106;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.34 ms
[1583395200] CURRENT HOST STATE: WINV-107;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.41 ms
[1583395200] CURRENT HOST STATE: WINV-108;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.32 ms
[1583395200] CURRENT HOST STATE: WINV-110;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1583395200] CURRENT HOST STATE: WINV-111;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1583395200] CURRENT HOST STATE: WINV-112;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.28 ms
[1583395200] CURRENT HOST STATE: vapps-100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1583395200] CURRENT HOST STATE: vapps-109;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1583395200] CURRENT HOST STATE: vdb-100;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.24 ms
[1583395200] CURRENT HOST STATE: vdb-101;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1583395200] CURRENT HOST STATE: vdb-103;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.35 ms
[1583395200] CURRENT HOST STATE: vdb-staging;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1583395200] CURRENT HOST STATE: vinfra-200;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1583395200] CURRENT HOST STATE: vonly-backup;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1583395200] CURRENT HOST STATE: vonly-database;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.26 ms
[1583395200] CURRENT HOST STATE: vonly-replica;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.34 ms
[1583395200] CURRENT SERVICE STATE: WINV-101;CPU Load;OK;HARD;1;CPU Load 11% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-101;Data Drive Space;WARNING;HARD;3;d:\ - total: 931.32 Gb - used: 751.17 Gb (81%) - free 180.14 Gb (19%)
[1583395200] CURRENT SERVICE STATE: WINV-101;Memory Usage;OK;HARD;1;Memory usage: total:98284.48 MB - used: 39838.96 MB (41%) - free: 58445.52 MB (59%)
[1583395200] CURRENT SERVICE STATE: WINV-101;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 43.14 Gb (63%) - free 25.12 Gb (37%)
[1583395200] CURRENT SERVICE STATE: WINV-101;Uptime;OK;HARD;1;System Uptime - 0 day(s) 1 hour(s) 36 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-102;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-102;Data Drive Space;OK;HARD;1;d:\ - total: 1862.64 Gb - used: 1482.61 Gb (80%) - free 380.03 Gb (20%)
[1583395200] CURRENT SERVICE STATE: WINV-102;Memory Usage;OK;HARD;1;Memory usage: total:208877.43 MB - used: 69546.33 MB (33%) - free: 139331.10 MB (67%)
[1583395200] CURRENT SERVICE STATE: WINV-102;OS Drive Space;OK;HARD;1;c:\ - total: 931.41 Gb - used: 305.29 Gb (33%) - free 626.12 Gb (67%)
[1583395200] CURRENT SERVICE STATE: WINV-102;Uptime;OK;HARD;1;System Uptime - 163 day(s) 13 hour(s) 11 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-103;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-103;Data Drive Space;OK;HARD;1;d:\ - total: 1862.39 Gb - used: 951.68 Gb (51%) - free 910.72 Gb (49%)
[1583395200] CURRENT SERVICE STATE: WINV-103;Memory Usage;OK;HARD;1;Memory usage: total:209629.53 MB - used: 72186.05 MB (34%) - free: 137443.48 MB (66%)
[1583395200] CURRENT SERVICE STATE: WINV-103;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 50.04 Gb (73%) - free 18.23 Gb (27%)
[1583395200] CURRENT SERVICE STATE: WINV-103;Uptime;OK;HARD;1;System Uptime - 22 day(s) 17 hour(s) 3 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-104;CPU Load;OK;HARD;1;CPU Load 8% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-104;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 738.76 Gb (79%) - free 192.56 Gb (21%)
[1583395200] CURRENT SERVICE STATE: WINV-104;Memory Usage;OK;HARD;1;Memory usage: total:129142.02 MB - used: 39683.17 MB (31%) - free: 89458.85 MB (69%)
[1583395200] CURRENT SERVICE STATE: WINV-104;OS Drive Space;OK;HARD;1;c:\ - total: 68.27 Gb - used: 47.84 Gb (70%) - free 20.42 Gb (30%)
[1583395200] CURRENT SERVICE STATE: WINV-104;Uptime;OK;HARD;1;System Uptime - 160 day(s) 14 hour(s) 20 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-105;CPU Load;OK;HARD;1;CPU Load 12% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-105;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 551.82 Gb (59%) - free 379.50 Gb (41%)
[1583395200] CURRENT SERVICE STATE: WINV-105;Memory Usage;OK;HARD;1;Memory usage: total:98284.48 MB - used: 44977.68 MB (46%) - free: 53306.80 MB (54%)
[1583395200] CURRENT SERVICE STATE: WINV-105;OS Drive Space;OK;HARD;1;c:\ - total: 231.90 Gb - used: 98.72 Gb (43%) - free 133.18 Gb (57%)
[1583395200] CURRENT SERVICE STATE: WINV-105;Uptime;OK;HARD;1;System Uptime - 324 day(s) 16 hour(s) 29 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-106;CPU Load;OK;HARD;1;CPU Load 1% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-106;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 661.60 Gb (71%) - free 269.72 Gb (29%)
[1583395200] CURRENT SERVICE STATE: WINV-106;Memory Usage;OK;HARD;1;Memory usage: total:149142.26 MB - used: 40295.13 MB (27%) - free: 108847.13 MB (73%)
[1583395200] CURRENT SERVICE STATE: WINV-106;OS Drive Space;OK;HARD;1;c:\ - total: 67.89 Gb - used: 41.39 Gb (61%) - free 26.49 Gb (39%)
[1583395200] CURRENT SERVICE STATE: WINV-106;Uptime;OK;HARD;1;System Uptime - 71 day(s) 0 hour(s) 48 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-107;CPU Load;OK;HARD;1;CPU Load 5% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-107;Data Drive Space;OK;HARD;1;d:\ - total: 931.51 Gb - used: 616.70 Gb (66%) - free 314.81 Gb (34%)
[1583395200] CURRENT SERVICE STATE: WINV-107;Memory Usage;OK;HARD;1;Memory usage: total:147777.36 MB - used: 50750.14 MB (34%) - free: 97027.22 MB (66%)
[1583395200] CURRENT SERVICE STATE: WINV-107;OS Drive Space;OK;HARD;1;c:\ - total: 67.45 Gb - used: 42.05 Gb (62%) - free 25.40 Gb (38%)
[1583395200] CURRENT SERVICE STATE: WINV-107;Uptime;OK;HARD;1;System Uptime - 1 day(s) 23 hour(s) 14 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-108;CPU Load;OK;HARD;1;CPU Load 18% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-108;Data Drive Space;OK;HARD;1;d:\ - total: 931.32 Gb - used: 525.88 Gb (56%) - free 405.44 Gb (44%)
[1583395200] CURRENT SERVICE STATE: WINV-108;Memory Usage;OK;HARD;1;Memory usage: total:160950.28 MB - used: 39567.35 MB (25%) - free: 121382.92 MB (75%)
[1583395200] CURRENT SERVICE STATE: WINV-108;OS Drive Space;OK;HARD;1;c:\ - total: 67.89 Gb - used: 49.56 Gb (73%) - free 18.32 Gb (27%)
[1583395200] CURRENT SERVICE STATE: WINV-108;Uptime;OK;HARD;1;System Uptime - 463 day(s) 16 hour(s) 7 minute(s)
[1583395200] CURRENT SERVICE STATE: WINV-110;CPU Load;OK;HARD;1;CPU Load 3% (5 min average)
[1583395200] CURRENT SERVICE STATE: WINV-110;Data Drive Space;WARNING;HARD;3;d:\ - total: 931.32 Gb - used: 758.95 Gb (81%) - free 172.37 Gb (19%)
[1583395200] CURRENT SERVICE STATE: WINV-110;Memory Usage;OK;HARD;1;Memory usage: total:104565.75 MB - used: 17306.14 MB (17%) - free: 87259.61 MB (83%)
